VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2016-01-02 01:25:59,2016-01-02 01:44:32,3,5.20,-73.989814758300781,40.75018310546875,1,N,-73.917388916015625,40.75689697265625,2,18,0.5,0.5,0,0,0.3,19.3
2,2016-01-02 01:25:59,2016-01-02 01:30:37,1,1.02,-73.963722229003906,40.771186828613281,1,N,-73.956809997558594,40.783546447753906,1,5.5,0.5,0.5,1,0,0.3,7.8
2,2016-01-02 01:25:59,2016-01-02 01:29:00,1,.75,-73.945419311523438,40.817989349365234,1,N,-73.936180114746094,40.821250915527344,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2016-01-02 01:26:00,2016-01-02 01:47:58,2,5.91,-74.0074462890625,40.726558685302734,1,N,-73.960273742675781,40.655494689941406,2,21.5,0.5,0.5,0,0,0.3,22.8
2,2016-01-02 01:26:00,2016-01-02 01:35:59,1,2.30,-73.976600646972656,40.764251708984375,1,N,-73.985496520996094,40.754642486572266,2,9,0.5,0.5,0,0,0.3,10.3
2,2016-01-02 01:26:00,2016-01-02 01:31:11,1,1.12,-73.951080322265625,40.825321197509766,1,N,-73.946624755859375,40.837253570556641,1,6,0.5,0.5,1.82,0,0.3,9.12
2,2016-01-02 01:26:01,2016-01-02 01:33:14,1,1.17,-74.0025634765625,40.733451843261719,1,N,-73.987060546875,40.729900360107422,2,7,0.5,0.5,0,0,0.3,8.3
2,2016-01-02 01:26:01,2016-01-02 01:46:09,1,15.64,-73.776756286621094,40.645149230957031,1,N,-73.955108642578125,40.741508483886719,1,42,0.5,0.5,8.66,0,0.3,51.96
2,2016-01-02 01:26:01,2016-01-02 01:29:29,2,.35,-73.996360778808594,40.753520965576172,1,N,-73.997261047363281,40.755393981933594,1,4,0.5,0.5,1.59,0,0.3,6.89
1,2016-01-02 01:26:02,2016-01-02 01:32:40,1,1.60,-73.993698120117187,40.751956939697266,1,N,-73.984809875488281,40.768455505371094,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2016-01-02 01:26:02,2016-01-02 01:33:28,1,1.10,-73.984962463378906,40.727489471435547,1,N,-73.980506896972656,40.716567993164062,2,7,0.5,0.5,0,0,0.3,8.3
1,2016-01-02 01:26:02,2016-01-02 01:30:22,1,1.00,-73.99114990234375,40.750381469726563,1,N,-73.987312316894531,40.756820678710937,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2016-01-02 01:26:03,2016-01-02 01:31:39,2,.92,-73.998023986816406,40.719528198242187,1,N,-73.986198425292969,40.722274780273438,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2016-01-02 01:26:04,2016-01-02 01:46:02,1,6.09,-73.9881591796875,40.720348358154297,1,N,-73.974342346191406,40.789211273193359,2,19.5,0.5,0.5,0,0,0.3,20.8
2,2016-01-02 01:26:04,2016-01-02 01:30:26,5,1.22,-73.962348937988281,40.804920196533203,1,N,-73.969650268554688,40.791275024414062,2,6,0.5,0.5,0,0,0.3,7.3
2,2016-01-02 01:26:04,2016-01-02 01:30:04,3,.42,-74.001731872558594,40.734470367431641,1,N,-74.004997253417969,40.72991943359375,1,4.5,0.5,0.5,1.16,0,0.3,6.96
1,2016-01-02 01:26:05,2016-01-02 01:35:18,3,4.00,-73.984153747558594,40.737434387207031,1,N,-73.947364807128906,40.784320831298828,1,12.5,0.5,0.5,2.75,0,0.3,16.55
2,2016-01-02 01:26:05,2016-01-02 01:44:41,1,5.52,-73.970649719238281,40.751609802246094,1,N,-73.942581176757812,40.703498840332031,2,18,0.5,0.5,0,0,0.3,19.3
1,2016-01-02 01:26:06,2016-01-02 01:35:52,1,2.70,-73.987167358398438,40.720527648925781,1,N,-73.984397888183594,40.691387176513672,2,10.5,0.5,0.5,0,0,0.3,11.8
1,2016-01-02 01:26:06,2016-01-02 01:34:44,3,2.30,-73.994369506835938,40.750492095947266,1,N,-73.967948913574219,40.762264251708984,2,9,0.5,0.5,0,0,0.3,10.3
2,2016-01-02 01:26:06,2016-01-02 01:31:01,6,.98,-73.993316650390625,40.742160797119141,1,N,-74.002029418945313,40.750690460205078,1,5.5,0.5,0.5,1.36,0,0.3,8.16
2,2016-01-02 01:26:06,2016-01-02 01:35:32,5,2.53,-73.97686767578125,40.758781433105469,1,N,-73.987556457519531,40.728729248046875,1,10,0.5,0.5,2.26,0,0.3,13.56
1,2016-01-02 01:26:07,2016-01-02 01:32:45,1,1.50,-73.987617492675781,40.721221923828125,1,N,-73.998954772949219,40.734268188476563,2,7,0.5,0.5,0,0,0.3,8.3
1,2016-01-02 01:26:07,2016-01-02 01:35:52,1,2.10,-74.006370544433594,40.733436584472656,1,N,-74.017379760742187,40.709232330322266,1,9.5,0.5,0.5,0,0,0.3,10.8
1,2016-01-02 01:26:07,2016-01-02 01:28:05,1,.80,-73.988525390625,40.763942718505859,1,N,-73.996307373046875,40.753456115722656,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2016-01-02 01:26:08,2016-01-02 01:32:10,1,1.10,-73.988746643066406,40.722343444824219,1,N,-73.990013122558594,40.733428955078125,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2016-01-02 01:26:08,2016-01-02 01:34:43,2,3.06,-73.980758666992188,40.729961395263672,1,N,-73.950897216796875,40.742767333984375,1,10.5,0.5,0.5,6.5,0,0.3,18.3
2,2016-01-02 01:26:08,2016-01-02 01:32:23,1,1.75,-73.98162841796875,40.780231475830078,1,N,-73.961639404296875,40.764450073242188,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2016-01-02 01:26:09,2016-01-02 01:29:19,1,.60,-73.961006164550781,40.771968841552734,1,N,-73.953628540039063,40.776981353759766,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2016-01-02 01:26:10,2016-01-02 01:38:46,1,7.60,-73.781791687011719,40.644561767578125,1,N,-73.812538146972656,40.725227355957031,1,22.5,0.5,0.5,4.75,0,0.3,28.55
1,2016-01-02 01:26:10,2016-01-02 01:36:53,2,2.20,-73.994834899902344,40.750221252441406,1,N,-73.9671630859375,40.76092529296875,1,10,0.5,0.5,2.25,0,0.3,13.55
1,2016-01-02 01:26:11,2016-01-02 01:33:50,1,1.00,-73.985427856445313,40.73175048828125,1,N,-73.987541198730469,40.720024108886719,2,7,0.5,0.5,0,0,0.3,8.3
1,2016-01-02 01:26:12,2016-01-02 01:42:35,1,6.10,-73.967788696289063,40.803115844726563,1,N,-73.920310974121094,40.852340698242188,1,19,0.5,0.5,0.7,0,0.3,21
1,2016-01-02 01:26:13,2016-01-02 01:40:07,1,5.80,-73.950309753417969,40.775585174560547,1,N,-73.910911560058594,40.831886291503906,2,18.5,0.5,0.5,0,0,0.3,19.8
1,2016-01-02 01:26:13,2016-01-02 01:42:21,2,4.50,-74.002799987792969,40.73992919921875,1,N,-73.949981689453125,40.77117919921875,1,16,0.5,0.5,3.45,0,0.3,20.75
2,2016-01-02 01:26:13,2016-01-02 01:31:47,2,1.50,-73.981971740722656,40.757461547851563,1,N,-73.980361938476562,40.774085998535156,1,6.5,0.5,0.5,2.34,0,0.3,10.14
2,2016-01-02 01:26:14,2016-01-02 01:34:14,5,2.06,-73.987396240234375,40.743534088134766,1,N,-73.982261657714844,40.764198303222656,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2016-01-02 01:26:15,2016-01-02 01:37:41,1,2.40,-73.988868713378906,40.748497009277344,1,N,-73.98583984375,40.775619506835938,1,10.5,0.5,0.5,2.2,0,0.3,14
2,2016-01-02 01:26:15,2016-01-02 01:32:35,1,2.26,-73.966117858886719,40.758441925048828,1,N,-73.990692138671875,40.740093231201172,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2016-01-02 01:26:16,2016-01-02 01:32:47,1,1.50,-73.976860046386719,40.780044555664063,1,N,-73.969329833984375,40.793746948242188,2,7,0.5,0.5,0,0,0.3,8.3
1,2016-01-02 01:26:16,2016-01-02 01:33:14,3,1.70,-73.983604431152344,40.756092071533203,1,N,-74.004508972167969,40.751899719238281,1,7.5,0.5,0.5,1.76,0,0.3,10.56
1,2016-01-02 01:26:16,2016-01-02 01:30:58,1,.70,-74.000297546386719,40.728744506835938,1,N,-73.991806030273437,40.722354888916016,1,5.5,0.5,0.5,1.35,0,0.3,8.15
2,2016-01-02 01:26:16,2016-01-02 01:31:32,3,.97,-73.98675537109375,40.747032165527344,1,N,-73.995010375976563,40.755390167236328,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2016-01-02 01:26:16,2016-01-02 01:33:46,1,1.52,-74.000473022460938,40.718521118164062,1,N,-73.99871826171875,40.734169006347656,2,8,0.5,0.5,0,0,0.3,9.3
2,2016-01-02 01:26:16,2016-01-02 01:30:48,1,.77,-73.991653442382813,40.726341247558594,1,N,-74.002212524414063,40.726539611816406,1,5,0.5,0.5,1,0,0.3,7.3
2,2016-01-02 01:26:17,2016-01-02 01:29:56,2,1.01,-73.988632202148437,40.756599426269531,1,N,-73.989830017089844,40.746910095214844,1,5,0.5,0.5,1,0,0.3,7.3
1,2016-01-02 01:26:18,2016-01-02 01:45:33,1,4.70,-73.985984802246094,40.722206115722656,1,N,-73.920646667480469,40.702934265136719,1,18,0.5,0.5,0,0,0.3,19.3
2,2016-01-02 01:26:18,2016-01-02 01:30:32,5,.76,-73.992042541503906,40.727268218994141,1,N,-73.990707397460938,40.718971252441406,1,5,0.5,0.5,1.26,0,0.3,7.56
2,2016-01-02 01:26:18,2016-01-02 01:33:28,1,2.32,-73.999107360839844,40.727741241455078,1,N,-73.983169555664063,40.752891540527344,1,8.5,0.5,0.5,1.96,0,0.3,11.76
1,2016-01-02 01:26:19,2016-01-02 01:35:22,3,1.80,-73.985801696777344,40.72216796875,1,N,-74.00390625,40.737445831298828,1,8.5,0.5,0.5,1.5,0,0.3,11.3
2,2016-01-02 01:26:19,2016-01-02 01:31:44,1,1.04,-73.997589111328125,40.725700378417969,1,N,-73.983329772949219,40.72222900390625,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2016-01-02 01:26:19,2016-01-02 01:47:57,1,6.40,-73.980903625488281,40.76422119140625,1,N,-73.873931884765625,40.738761901855469,1,22,0.5,0.5,4.66,0,0.3,27.96
2,2016-01-02 01:26:20,2016-01-02 01:37:38,1,2.91,-73.987701416015625,40.721237182617187,1,N,-73.941429138183594,40.707008361816406,1,12,0.5,0.5,2.66,0,0.3,15.96
1,2016-01-02 01:26:21,2016-01-02 01:31:55,4,.70,-73.986572265625,40.758758544921875,1,N,-73.986946105957031,40.764316558837891,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2016-01-02 01:26:21,2016-01-02 01:32:00,1,1.60,-73.980293273925781,40.763320922851563,1,N,-73.992027282714844,40.743572235107422,1,7,0.5,0.5,1,0,0.3,9.3
1,2016-01-02 01:26:21,2016-01-02 01:32:22,1,1.00,-73.99951171875,40.728481292724609,1,N,-74.009750366210937,40.722160339355469,1,6,0.5,0.5,1.45,0,0.3,8.75
2,2016-01-02 01:26:21,2016-01-02 01:33:27,5,1.53,-73.998649597167969,40.728008270263672,1,N,-74.006385803222656,40.738536834716797,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2016-01-02 01:26:22,2016-01-02 01:30:34,5,.74,-73.992156982421875,40.727241516113281,1,N,-73.990371704101563,40.719425201416016,1,5,0.5,0.5,1.8,0,0.3,8.1
2,2016-01-02 01:26:23,2016-01-02 01:37:39,5,2.82,-73.987457275390625,40.720001220703125,1,N,-73.976104736328125,40.751438140869141,2,11.5,0.5,0.5,0,0,0.3,12.8
2,2016-01-02 01:26:24,2016-01-02 01:28:28,2,.57,-73.985618591308594,40.756771087646484,1,N,-73.991836547851563,40.749988555908203,2,4,0.5,0.5,0,0,0.3,5.3
1,2016-01-02 01:26:25,2016-01-02 01:30:06,1,1.30,-73.963714599609375,40.761562347412109,1,N,-73.975814819335938,40.745075225830078,2,6,0.5,0.5,0,0,0.3,7.3
2,2016-01-02 01:26:27,2016-01-02 01:40:15,2,8.20,-73.776741027832031,40.645397186279297,1,N,-73.849594116210937,40.723060607910156,2,24,0.5,0.5,0,0,0.3,25.3
1,2016-01-02 01:26:28,2016-01-02 01:30:50,1,.50,-73.951309204101563,40.810287475585938,1,N,-73.952178955078125,40.812397003173828,1,4.5,0.5,0.5,1.15,0,0.3,6.95
1,2016-01-02 01:26:28,2016-01-02 01:30:30,1,1.10,-73.972053527832031,40.782127380371094,1,N,-73.955291748046875,40.773529052734375,1,6,0.5,0.5,2,0,0.3,9.3
2,2016-01-02 01:26:28,2016-01-02 01:34:51,6,2.20,-73.994194030761719,40.749233245849609,1,N,-73.978233337402344,40.729183197021484,2,9,0.5,0.5,0,0,0.3,10.3
2,2016-01-02 01:26:29,2016-01-02 01:41:25,5,4.28,-73.99346923828125,40.757278442382812,1,N,-73.951187133789063,40.802608489990234,1,15.5,0.5,0.5,0,0,0.3,16.8
1,2016-01-02 01:26:30,2016-01-02 01:38:49,3,4.00,-73.993583679199219,40.724533081054687,1,N,-73.958381652832031,40.772804260253906,1,13.5,0.5,0.5,2.95,0,0.3,17.75
2,2016-01-02 01:26:30,2016-01-02 01:30:23,1,.78,-73.953659057617188,40.710731506347656,1,N,-73.964996337890625,40.714290618896484,1,5,0.5,0.5,1.26,0,0.3,7.56
2,2016-01-02 01:26:30,2016-01-02 01:33:09,1,1.68,-73.975868225097656,40.728580474853516,1,N,-73.977348327636719,40.746341705322266,1,7.5,0.5,0.5,0,0,0.3,8.8
2,2016-01-02 01:26:30,2016-01-02 01:32:44,1,1.29,-73.99993896484375,40.728660583496094,1,N,-73.988090515136719,40.718463897705078,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2016-01-02 01:26:31,2016-01-02 01:31:54,1,.90,-73.989799499511719,40.757305145263672,1,N,-73.997848510742188,40.756587982177734,1,5.5,0.5,0.5,1.36,0,0.3,8.16
2,2016-01-02 01:26:31,2016-01-02 01:27:52,1,.41,-73.975410461425781,40.745349884033203,1,N,-73.9815673828125,40.746410369873047,1,3.5,0.5,0.5,0.05,0,0.3,4.85
2,2016-01-02 01:26:31,2016-01-02 01:32:59,1,1.15,-73.992149353027344,40.724845886230469,1,N,-73.978569030761719,40.728641510009766,1,6.5,0.5,0.5,1.56,0,0.3,9.36
1,2016-01-02 01:26:32,2016-01-02 01:50:03,1,8.00,-73.966392517089844,40.794525146484375,1,N,-74.005813598632812,40.708080291748047,1,25,0.5,0.5,4,0,0.3,30.3
2,2016-01-02 01:26:32,2016-01-02 01:37:55,1,3.89,-73.990318298339844,40.731800079345703,1,N,-73.953132629394531,40.771820068359375,1,13,0.5,0.5,4.29,0,0.3,18.59
2,2016-01-02 01:26:32,2016-01-02 02:01:01,1,10.24,-73.959007263183594,40.669891357421875,1,N,-73.790023803710938,40.697040557861328,2,32.5,0.5,0.5,0,0,0.3,33.8
1,2016-01-02 01:26:33,2016-01-02 01:30:20,1,1.60,-73.983558654785156,40.747032165527344,1,N,-73.97589111328125,40.765331268310547,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2016-01-02 01:26:33,2016-01-02 01:50:40,1,6.30,-74.004203796386719,40.742679595947266,1,N,-73.949508666992188,40.679779052734375,1,22.5,0.5,0.5,4,0,0.3,27.8
2,2016-01-02 01:26:34,2016-01-02 01:35:47,1,3.74,-73.952682495117187,40.714084625244141,1,N,-73.980300903320313,40.681636810302734,1,13,0.5,0.5,2.86,0,0.3,17.16
2,2016-01-02 01:26:34,2016-01-02 01:41:14,2,2.99,-73.982307434082031,40.770797729492188,1,N,-73.997764587402344,40.743316650390625,2,12.5,0.5,0.5,0,0,0.3,13.8
2,2016-01-02 01:26:34,2016-01-02 01:30:01,6,.75,-73.985282897949219,40.763401031494141,1,N,-73.9942626953125,40.763320922851563,1,4.5,0.5,0.5,1,0,0.3,6.8
2,2016-01-02 01:26:36,2016-01-02 01:30:41,1,1.02,-73.975639343261719,40.760704040527344,1,N,-73.987937927246094,40.756992340087891,2,5,0.5,0.5,0,0,0.3,6.3
1,2016-01-02 01:26:37,2016-01-02 01:36:03,1,3.80,-73.997756958007813,40.756603240966797,1,N,-73.969062805175781,40.790431976318359,2,13,0.5,0.5,0,0,0.3,14.3
2,2016-01-02 01:26:37,2016-01-02 01:33:31,1,1.13,-73.99212646484375,40.724838256835938,1,N,-73.99957275390625,40.733501434326172,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2016-01-02 01:26:38,2016-01-02 01:29:29,2,.94,-73.946548461914063,40.776519775390625,1,N,-73.956008911132813,40.767009735107422,1,5,0.5,0.5,1.26,0,0.3,7.56
1,2016-01-02 01:26:39,2016-01-02 01:34:52,2,1.30,0,0,1,N,0,0,1,7.5,0.5,0.5,1.75,0,0.3,10.55
2,2016-01-02 01:26:39,2016-01-02 01:29:21,1,.67,-73.977890014648437,40.783779144287109,1,N,-73.982131958007813,40.778049468994141,1,4.5,0.5,0.5,1.16,0,0.3,6.96
2,2016-01-02 01:26:39,2016-01-02 01:35:57,1,2.63,-73.967094421386719,40.756752014160156,1,N,-73.998062133789063,40.745746612548828,1,10.5,0.5,0.5,2.36,0,0.3,14.16
2,2016-01-02 01:26:39,2016-01-02 01:41:33,1,2.94,-73.98797607421875,40.720790863037109,1,N,-73.9915771484375,40.749710083007812,2,12.5,0.5,0.5,0,0,0.3,13.8
1,2016-01-02 01:26:40,2016-01-02 01:38:11,1,2.30,-73.987052917480469,40.747970581054688,1,N,-73.999237060546875,40.761344909667969,1,10,0.5,0.5,0,0,0.3,11.3
2,2016-01-02 01:26:40,2016-01-02 01:34:44,2,1.49,-74.001068115234375,40.736331939697266,1,N,-73.981208801269531,40.72515869140625,1,7.5,0.5,0.5,1.76,0,0.3,10.56
1,2016-01-02 01:26:41,2016-01-02 01:30:50,2,.90,-73.985870361328125,40.757270812988281,1,N,-73.995574951171875,40.748943328857422,2,5,0.5,0.5,0,0,0.3,6.3
2,2016-01-02 01:26:41,2016-01-02 01:36:18,6,3.65,-73.9832763671875,40.725940704345703,1,N,-74.009918212890625,40.705455780029297,1,12.5,0.5,0.5,2.76,0,0.3,16.56
2,2016-01-02 01:26:41,2016-01-02 01:38:48,5,3.21,-73.967880249023438,40.800689697265625,1,N,-73.959587097167969,40.766899108886719,1,12.5,0.5,0.5,2.76,0,0.3,16.56
1,2016-01-02 01:26:42,2016-01-02 01:52:35,2,6.90,-73.974815368652344,40.7650146484375,1,N,-73.858207702636719,40.749504089355469,2,24,0.5,0.5,0,0,0.3,25.3
1,2016-01-02 01:26:42,2016-01-02 01:34:09,2,1.10,-73.991539001464844,40.726959228515625,1,N,-74.004158020019531,40.733100891113281,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2016-01-02 01:26:42,2016-01-02 01:55:32,1,8.32,-73.965629577636719,40.7135009765625,1,N,-73.977020263671875,40.787521362304688,1,28,0.5,0.5,5.86,0,0.3,35.16
1,2016-01-02 01:26:43,2016-01-02 02:12:13,1,11.10,-73.998504638671875,40.729698181152344,1,N,-73.937904357910156,40.624679565429687,1,37.5,0.5,0.5,2,0,0.3,40.8
1,2016-01-02 01:26:43,2016-01-02 01:30:07,1,.70,-73.976318359375,40.788215637207031,1,N,-73.968818664550781,40.790969848632813,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2016-01-02 01:26:43,2016-01-02 01:43:25,1,4.40,-74.003929138183594,40.737590789794922,1,N,-73.958610534667969,40.771595001220703,2,15.5,0.5,0.5,0,0,0.3,16.8
2,2016-01-02 01:26:43,2016-01-02 01:40:48,2,5.65,-73.982162475585937,40.775180816650391,1,N,-73.941291809082031,40.838211059570313,1,18.5,0.5,0.5,3,0,0.3,22.8
2,2016-01-02 01:26:43,2016-01-02 01:33:50,3,1.18,-73.956825256347656,40.672286987304688,1,N,-73.935791015625,40.670021057128906,1,7,0.5,0.5,1.66,0,0.3,9.96
1,2016-01-02 01:26:44,2016-01-02 01:37:08,1,3.10,-73.988601684570313,40.721286773681641,1,N,-73.967628479003906,40.760169982910156,2,11.5,0.5,0.5,0,0,0.3,12.8
1,2016-01-02 01:26:44,2016-01-02 01:38:36,1,3.40,-74.000770568847656,40.722278594970703,1,N,-73.988815307617188,40.762771606445313,2,12.5,0.5,0.5,0,0,0.3,13.8
1,2016-01-02 01:26:45,2016-01-02 01:33:16,1,1.60,-73.972938537597656,40.748908996582031,1,N,-73.990943908691406,40.733852386474609,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,2016-01-02 01:26:45,2016-01-02 01:42:27,2,4.50,-73.993873596191406,40.746395111083984,1,N,-73.948631286621094,40.786140441894531,1,15.5,0.5,0.5,2,0,0.3,18.8
2,2016-01-02 01:26:45,2016-01-02 01:39:49,1,3.41,-73.990188598632812,40.729183197021484,1,N,-73.959556579589844,40.718166351318359,1,13,0.5,0.5,2.86,0,0.3,17.16
1,2016-01-02 01:26:46,2016-01-02 01:38:08,1,1.50,-74.002021789550781,40.733795166015625,1,N,-73.979255676269531,40.728248596191406,1,9,0.5,0.5,2.55,0,0.3,12.85
1,2016-01-02 01:26:46,2016-01-02 01:41:29,1,7.00,-73.983268737792969,40.762245178222656,1,N,-73.941780090332031,40.830966949462891,2,21.5,0,0.5,0,0,0.3,22.3
2,2016-01-02 01:26:46,2016-01-02 01:44:29,1,7.43,-73.992774963378906,40.753467559814453,1,N,-73.940238952636719,40.835273742675781,2,23.5,0.5,0.5,0,0,0.3,24.8
2,2016-01-02 01:26:47,2016-01-02 01:40:04,1,2.40,-73.979438781738281,40.761390686035156,1,N,-73.985618591308594,40.759159088134766,1,10.5,0.5,0.5,2.36,0,0.3,14.16
2,2016-01-02 01:26:47,2016-01-02 01:45:30,1,9.81,-73.987266540527344,40.724906921386719,1,N,-73.942298889160156,40.828914642333984,1,28,0.5,0.5,0,0,0.3,29.3
2,2016-01-02 01:26:47,2016-01-02 01:36:18,1,1.90,-73.984031677246094,40.760196685791016,1,N,-73.979507446289063,40.741348266601563,1,9,0.5,0.5,1.5,0,0.3,11.8
2,2016-01-02 01:26:47,2016-01-02 01:30:36,3,.64,-73.984527587890625,40.739498138427734,1,N,-73.995292663574219,40.744098663330078,1,5,0.5,0.5,0,0,0.3,6.3
2,2016-01-02 01:26:49,2016-01-02 01:41:10,1,3.83,-73.986968994140625,40.764255523681641,1,N,-74.008674621582031,40.716159820556641,1,13.5,0.5,0.5,1,0,0.3,15.8
2,2016-01-02 01:26:49,2016-01-02 01:34:32,3,1.55,-73.981315612792969,40.747039794921875,1,N,-73.963996887207031,40.756938934326172,1,8,0.5,0.5,0,0,0.3,9.3
1,2016-01-02 01:26:50,2016-01-02 01:28:54,1,.60,-73.961959838867188,40.805438995361328,1,N,-73.958236694335937,40.813289642333984,2,4,0.5,0.5,0,0,0.3,5.3
1,2016-01-02 01:26:50,2016-01-02 01:28:31,2,.30,0,0,1,N,0,0,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2016-01-02 01:26:51,2016-01-02 01:29:46,1,.70,-73.986068725585937,40.756626129150391,1,N,-73.984649658203125,40.764411926269531,1,4.5,0.5,0.5,1.5,0,0.3,7.3
2,2016-01-02 01:26:51,2016-01-02 01:45:20,3,12.42,-73.776649475097656,40.645320892333984,1,N,-73.799041748046875,40.762222290039063,2,34,0.5,0.5,0,0,0.3,35.3
2,2016-01-02 01:26:51,2016-01-02 01:44:28,1,9.13,-73.993507385253906,40.718891143798828,1,N,-73.941703796386719,40.81317138671875,2,27,0.5,0.5,0,0,0.3,28.3
2,2016-01-02 01:26:51,2016-01-02 01:29:45,3,.56,-73.981719970703125,40.738288879394531,1,N,-73.980293273925781,40.744319915771484,1,4,0.5,0.5,1.06,0,0.3,6.36
1,2016-01-02 01:26:52,2016-01-02 01:40:01,1,2.60,-74.001777648925781,40.719196319580078,1,N,-74.00677490234375,40.744113922119141,1,11.5,0.5,0.5,2,0,0.3,14.8
2,2016-01-02 01:26:52,2016-01-02 01:37:27,1,3.32,-73.984260559082031,40.73736572265625,1,N,-73.991470336914063,40.770389556884766,1,12,0.5,0.5,2,0,0.3,15.3
1,2016-01-02 01:26:53,2016-01-02 01:37:35,2,1.50,-74.00860595703125,40.74066162109375,1,N,-73.984199523925781,40.732040405273438,1,9,0.5,0.5,2.05,0,0.3,12.35
2,2016-01-02 01:26:53,2016-01-02 01:41:10,1,3.32,-73.99346923828125,40.749839782714844,1,N,-73.955810546875,40.768051147460938,1,13,0.5,0.5,0,0,0.3,14.3
1,2016-01-02 01:26:54,2016-01-02 01:42:28,1,3.60,-74.009017944335938,40.713336944580078,1,N,-73.992713928222656,40.741279602050781,1,14,0.5,0.5,1,0,0.3,16.3
1,2016-01-02 01:26:54,2016-01-02 01:40:17,1,3.10,-73.989326477050781,40.757961273193359,1,N,-73.984146118164063,40.72528076171875,1,12.5,0.5,0.5,2.76,0,0.3,16.56
1,2016-01-02 01:26:54,2016-01-02 01:33:19,1,1.50,-73.995498657226562,40.743217468261719,1,N,-73.997993469238281,40.756721496582031,1,7.5,0.5,0.5,1.5,0,0.3,10.3
2,2016-01-02 01:26:54,2016-01-02 01:31:00,1,.91,-73.99151611328125,40.727001190185547,1,N,-73.982643127441406,40.734737396240234,1,5.5,0.5,0.5,1.36,0,0.3,8.16
2,2016-01-02 01:26:55,2016-01-02 01:32:07,1,2.01,-73.996566772460938,40.720958709716797,1,N,-73.983207702636719,40.696731567382813,1,8,0.5,0.5,1.86,0,0.3,11.16
1,2016-01-02 01:26:56,2016-01-02 01:37:47,2,1.50,-74.005439758300781,40.728691101074219,1,N,-73.987571716308594,40.721591949462891,1,9,0.5,0.5,2.05,0,0.3,12.35
1,2016-01-02 01:26:56,2016-01-02 01:47:08,2,10.90,-73.98687744140625,40.7642822265625,1,N,-73.901153564453125,40.868133544921875,1,31,0.5,0.5,0,0,0.3,32.3
1,2016-01-02 01:26:56,2016-01-02 01:29:50,1,.30,-74.004402160644531,40.730510711669922,1,N,-74.000686645507813,40.729049682617187,2,4,0.5,0.5,0,0,0.3,5.3
2,2016-01-02 01:26:56,2016-01-02 01:28:08,1,.44,-73.992446899414062,40.758659362792969,1,N,-73.995826721191406,40.753101348876953,2,3.5,0.5,0.5,0,0,0.3,4.8
2,2016-01-02 01:26:56,2016-01-02 01:56:44,2,10.63,-73.986030578613281,40.772689819335938,1,N,-73.860939025878906,40.83660888671875,2,32.5,0.5,0.5,0,0,0.3,33.8
2,2016-01-02 01:26:56,2016-01-02 01:28:02,1,.48,-73.967918395996094,40.755889892578125,1,N,-73.971588134765625,40.750450134277344,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2016-01-02 01:26:57,2016-01-02 01:39:33,1,1.30,-73.963569641113281,40.775253295898437,1,N,-73.962974548339844,40.775016784667969,1,10,0.5,0.5,3.35,0,0.3,14.65
1,2016-01-02 01:26:57,2016-01-02 01:37:32,1,1.90,-74.008674621582031,40.740653991699219,1,N,-73.984580993652344,40.745521545410156,1,9.5,0.5,0.5,2.15,0,0.3,12.95
1,2016-01-02 01:26:57,2016-01-02 01:34:42,2,.90,-73.986068725585937,40.759193420410156,1,N,-73.97088623046875,40.755615234375,2,7,0.5,0.5,0,0,0.3,8.3
1,2016-01-02 01:26:58,2016-01-02 01:37:14,1,3.70,-73.966423034667969,40.753383636474609,1,N,-73.926826477050781,40.761631011962891,1,12.5,0.5,0.5,3.45,0,0.3,17.25
2,2016-01-02 01:26:58,2016-01-02 01:34:36,1,1.36,-73.990310668945313,40.756931304931641,1,N,-73.993568420410156,40.745780944824219,1,7.5,0.5,0.5,1.76,0,0.3,10.56
